"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year"
"1405",105,103,"103","Friday Jul 24","boxscore","ATL","@","PIT","W",3,0,NA,"68-35",1,"up12.5","Smoltz","Peters","","2:08","N",24776,"+++","W",1998
"1406",106,104,"104","Saturday Jul 25","boxscore","ATL","@","PIT","L",1,4,NA,"68-36",1,"up12.5","Cordova","Neagle","Christiansen","2:40","N",41568,"-","L",1998
"1407",107,105,"105","Sunday Jul 26","boxscore","ATL","@","PIT","W",2,1,NA,"69-36",1,"up13.5","Maddux","Schmidt","Ligtenberg","2:26","D",34925,"+","W",1998
"1408",108,106,"106","Monday Jul 27","boxscore","ATL","@","CIN","W",3,2,10,"70-36",1,"up14.0","Seanez","Belinda","Ligtenberg","3:22","N",23866,"++","W",1998
"1409",109,107,"107","Tuesday Jul 28","boxscore","ATL","@","CIN","L",1,13,NA,"70-37",1,"up13.0","Sullivan","Millwood","","2:52","N",22690,"-","L",1998
"1410",110,108,"108","Wednesday Jul 29","boxscore","ATL","@","CIN","W",11,5,NA,"71-37",1,"up13.0","Seanez","Parris","","3:25","N",24480,"+","W",1998
"1411",111,109,"109","Thursday Jul 30","boxscore","ATL","@","CIN","W",13,3,NA,"72-37",1,"up14.0","Neagle","Krivda","","2:49","D",28946,"++","W",1998
"1412",112,110,"110","Friday Jul 31","boxscore","ATL","","STL","L",2,3,NA,"72-38",1,"up14.0","Mercker","Maddux","Painter","2:24","N",50662,"-","L",1998
"1413",113,111,"111","Saturday Aug 1","boxscore","ATL","","STL","W",3,1,NA,"73-38",1,"up14.0","Seanez","Croushore","Ligtenberg","3:00","D",50137,"+","W",1998
"1414",114,112,"112","Sunday Aug 2","boxscore","ATL","","STL","W",4,3,NA,"74-38",1,"up14.0","Millwood","Witt","Ligtenberg","2:44","D",49296,"++","W",1998
"1415",115,113,"113","Tuesday Aug 4","boxscore","ATL","","CIN","W",4,2,NA,"75-38",1,"up14.5","Smoltz","Sullivan","Ligtenberg","2:29","N",43012,"+++","W",1998
"1416",116,114,"114","Wednesday Aug 5","boxscore","ATL","","CIN","L",9,13,NA,"75-39",1,"up14.5","Hudek","Springer","","3:18","N",43315,"-","L",1998
"1417",117,115,"115","Thursday Aug 6","boxscore","ATL","","CIN","W",5,0,NA,"76-39",1,"up14.5","Maddux","Remlinger","","2:05","N",47311,"+","W",1998
"1418",118,116,"116","Friday Aug 7","boxscore","ATL","@","SFG","W",5,0,NA,"77-39",1,"up14.5","Glavine","Rueter","","2:14","N",29676,"++","W",1998
"1419",119,117,"117","Saturday Aug 8","boxscore","ATL","@","SFG","W",14,6,NA,"78-39",1,"up14.5","Millwood","Darwin","","2:58","D",39174,"+++","W",1998
"1420",120,118,"118","Sunday Aug 9","boxscore","ATL","@","SFG","W",7,5,NA,"79-39",1,"up15.5","Martinez","Mesa","Ligtenberg","3:11","N",43957,"++++","W",1998
"1421",121,119,"119","Tuesday Aug 11","boxscore","ATL","@","SDP","L",1,3,NA,"79-40",1,"up14.0","Hamilton","Neagle","Hoffman","2:09","N",31430,"-","L",1998
"1422",122,120,"120","Wednesday Aug 12","boxscore","ATL","@","SDP","L",1,5,NA,"79-41",1,"up14.0","Ashby","Maddux","","2:20","N",40597,"--","L",1998
"1423",123,121,"121","Thursday Aug 13","boxscore","ATL","@","SDP","W",5,0,NA,"80-41",1,"up14.5","Glavine","Langston","","2:30","D",34547,"+","W",1998
"1424",124,122,"122","Friday Aug 14","boxscore","ATL","@","LAD","W",5,2,NA,"81-41",1,"up14.5","Millwood","Mlicki","Ligtenberg","2:56","N",43560,"++","W",1998
"1425",125,123,"123","Saturday Aug 15","boxscore","ATL","@","LAD","W",5,3,NA,"82-41",1,"up14.5","Smoltz","Park","Ligtenberg","2:53","D",41240,"+++","W",1998
"1426",126,124,"124","Sunday Aug 16","boxscore","ATL","@","LAD","L",0,1,NA,"82-42",1,"up14.5","Radinsky","Neagle","Shaw","2:35","N",44471,"-","L",1998
"1427",127,125,"125","Tuesday Aug 18","boxscore","ATL","","SFG","W",8,4,NA,"83-42",1,"up14.0","Maddux","Rueter","","2:48","N",42986,"+","W",1998
"1428",128,126,"126","Wednesday Aug 19","boxscore","ATL","","SFG","L",2,6,NA,"83-43",1,"up13.0","Gardner","Glavine","","2:59","N",44535,"-","L",1998
"1429",129,127,"127","Thursday Aug 20","boxscore","ATL","","SDP","L",0,2,NA,"83-44",1,"up12.5","Brown","Millwood","Hoffman","2:47","N",43730,"--","L",1998
"1430",130,128,"128","Friday Aug 21","boxscore","ATL","","SDP","W",5,4,NA,"84-44",1,"up13.0","Smoltz","Hamilton","Ligtenberg","2:16","N",48268,"+","W",1998
"1431",131,129,"129","Saturday Aug 22","boxscore","ATL","","LAD","W",7,5,NA,"85-44",1,"up13.0","Neagle","Dreifort","Ligtenberg","3:04","D",48326,"++","W",1998
"1432",132,130,"130","Sunday Aug 23","boxscore","ATL","","LAD","W",12,7,NA,"86-44",1,"up14.0","Maddux","Perez","","3:11","N",45179,"+++","W",1998
"1433",133,131,"131","Monday Aug 24","boxscore","ATL","","LAD","W",4,3,NA,"87-44",1,"up15.0","Glavine","Shaw","Ligtenberg","2:42","D",39449,"++++","W",1998
"1434",134,132,"132","Tuesday Aug 25","boxscore","ATL","@","HOU","L",2,3,NA,"87-45",1,"up15.0","Hampton","Millwood","Wagner","2:24","N",32157,"-","L",1998
"1435",135,133,"133","Wednesday Aug 26","boxscore","ATL","@","HOU","W",6,2,NA,"88-45",1,"up15.0","Smoltz","Bergman","","2:48","N",32651,"+","W",1998
"1436",136,134,"134","Thursday Aug 27","boxscore","ATL","@","STL","W",6,4,NA,"89-45",1,"up16.0","Neagle","Morris","Ligtenberg","2:33","N",33889,"++","W",1998
"1437",137,135,"135","Friday Aug 28","boxscore","ATL","@","STL","L-wo",4,5,10,"89-46",1,"up15.0","Acevedo","Martinez","","3:28","N",45666,"-","L",1998
"1438",138,136,"136","Saturday Aug 29","boxscore","ATL","@","STL","W",4,3,NA,"90-46",1,"up15.0","Glavine","Bottenfield","Seanez","3:02","D",47627,"+","W",1998
"1439",139,137,"137","Sunday Aug 30","boxscore","ATL","@","STL","L",7,8,NA,"90-47",1,"up15.0","Petkovsek","Martinez","Acevedo","2:45","N",44051,"-","L",1998
"1440",140,138,"138","Monday Aug 31","boxscore","ATL","","HOU","L",3,4,NA,"90-48",1,"up14.0","Powell","Smoltz","Wagner","2:43","N",33883,"--","L",1998
"1441",141,139,"139","Tuesday Sep 1","boxscore","ATL","","HOU","W",6,4,NA,"91-48",1,"up15.0","Neagle","Elarton","Ligtenberg","3:06","N",31168,"+","W",1998
"1442",142,140,"140","Wednesday Sep 2","boxscore","ATL","","HOU","L",2,4,NA,"91-49",1,"up14.0","Johnson","Maddux","Wagner","2:22","N",46238,"-","L",1998
"1443",143,141,"141","Friday Sep 4","boxscore","ATL","@","NYM","L",1,2,NA,"91-50",1,"up13.0","Leiter","Glavine","","2:13","N",34617,"--","L",1998
"1444",144,142,"142","Saturday Sep 5","boxscore","ATL","@","NYM","L",4,5,NA,"91-51",1,"up12.0","Wendell","Seanez","Franco","3:10","D",43573,"---","L",1998
"1445",145,143,"143","Sunday Sep 6","boxscore","ATL","@","NYM","W",4,0,NA,"92-51",1,"up13.0","Smoltz","Reed","","2:15","D",40311,"+","W",1998
"1446",146,144,"144","Monday Sep 7","boxscore","ATL","@","NYM","L",7,8,NA,"92-52",1,"up12.0","McMichael","Rocker","Franco","3:01","D",22953,"-","L",1998
"1447",147,145,"145","Tuesday Sep 8","boxscore","ATL","@","MON","L",3,6,NA,"92-53",1,"up12.0","Batista","Maddux","Urbina","2:46","N",7216,"--","L",1998
