"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year","StreakNo","Count"
"5653",90,89,"89","Thursday Jul 7","boxscore","ATL","","COL","W",6,3,NA,"53-36",2,"2.5","Hudson","Nicasio","Kimbrel","3:16","D",21541,"++++","W",2011,43,1
"5654",91,90,"90","Friday Jul 8","boxscore","ATL","@","PHI","L-wo",2,3,10,"53-37",2,"3.5","Perez","Proctor","","3:00","N",45403,"-","L",2011,44,1
"5655",92,91,"91","Saturday Jul 9","boxscore","ATL","@","PHI","W",4,1,11,"54-37",2,"2.5","Sherrill","Stutes","Kimbrel","3:15","D",45637,"+","W",2011,45,1
"5656",93,92,"92","Sunday Jul 10","boxscore","ATL","@","PHI","L",1,14,NA,"54-38",2,"3.5","Hamels","Lowe","","2:49","D",45853,"-","L",2011,46,1
"5657",94,93,"93","Friday Jul 15","boxscore","ATL","","WSN","W",11,1,NA,"55-38",2,"3.5","Hudson","Hernandez","","2:56","N",34106,"+","W",2011,47,1
"5658",95,94,"94","Saturday Jul 16","boxscore","ATL","","WSN","L",2,5,NA,"55-39",2,"3.5","Lannan","Hanson","Storen","3:01","N",42456,"-","L",2011,48,1
"5659",96,95,"95","Sunday Jul 17","boxscore","ATL","","WSN","W-wo",9,8,NA,"56-39",2,"3.5","Kimbrel","Mattheus","","3:20","D",30314,"+","W",2011,49,1
"5660",97,96,"96","Monday Jul 18","boxscore","ATL","@","COL","W",7,4,NA,"57-39",2,"2.5","Lowe","Hammel","Kimbrel","2:49","N",35103,"++","W",2011,49,1
"5661",98,97,"97","Tuesday Jul 19","boxscore","ATL","@","COL","L",3,12,NA,"57-40",2,"3.5","Jimenez","Beachy","","3:00","N",36460,"-","L",2011,50,1
"5662",99,98,"98","Wednesday Jul 20","boxscore","ATL","@","COL","L-wo",2,3,NA,"57-41",2,"4.5","Street","O'Flaherty","","2:51","N",39339,"--","L",2011,50,1
"5663",100,99,"99","Thursday Jul 21","boxscore","ATL","@","COL","W",9,6,NA,"58-41",2,"4.0","Hanson","Reynolds","Kimbrel","3:29","D",39262,"+","W",2011,51,1
"5664",101,100,"100","Friday Jul 22","boxscore","ATL","@","CIN","W",6,4,NA,"59-41",2,"4.0","Venters","Masset","Kimbrel","2:46","N",34118,"++","W",2011,51,1
"5665",103,101,"101","Saturday Jul 23","boxscore","ATL","@","CIN","L",2,11,NA,"59-42",2,"5.0","Bailey","Lowe","","2:59","D",41192,"-","L",2011,52,1
"5666",104,102,"102","Sunday Jul 24","boxscore","ATL","@","CIN","L-wo",3,4,NA,"59-43",2,"6.0","Cordero","Linebrink","","2:48","N",33036,"--","L",2011,52,1
"5667",105,103,"103","Monday Jul 25","boxscore","ATL","","PIT","L",1,3,NA,"59-44",2,"6.0","McDonald","Hudson","Hanrahan","3:17","N",30098,"---","L",2011,52,1
"5668",106,104,"104","Tuesday Jul 26","boxscore","ATL","","PIT","W-wo",4,3,19,"60-44",2,"6.0","Proctor","McCutchen","","6:39","N",22036,"+","W",2011,53,1
"5669",107,105,"105","Wednesday Jul 27","boxscore","ATL","","PIT","W-wo",2,1,10,"61-44",2,"5.0","Linebrink","Leroux","","3:14","N",24186,"++","W",2011,53,1
"5670",108,106,"106","Thursday Jul 28","boxscore","ATL","","PIT","L",2,5,NA,"61-45",2,"5.0","Correia","Lowe","Hanrahan","2:59","N",38355,"-","L",2011,54,1
"5671",109,107,"107","Friday Jul 29","boxscore","ATL","","FLA","W",5,0,NA,"62-45",2,"5.0","Beachy","Hensley","","2:34","N",36063,"+","W",2011,55,1
"5672",110,108,"108","Saturday Jul 30","boxscore","ATL","","FLA","W",5,1,NA,"63-45",2,"5.0","Hudson","Sanchez","","2:37","N",40656,"++","W",2011,55,1
"5673",111,109,"109","Sunday Jul 31","boxscore","ATL","","FLA","L",1,3,NA,"63-46",2,"6.0","Nolasco","Hanson","Oviedo","3:00","D",23085,"-","L",2011,56,1
"5674",112,110,"110","Monday Aug 1","boxscore","ATL","@","WSN","L",3,5,NA,"63-47",2,"7.0","Hernandez","Jurrjens","Storen","2:30","N",19940,"--","L",2011,56,1
"5675",113,111,"111","Tuesday Aug 2","boxscore","ATL","@","WSN","L",3,9,NA,"63-48",2,"8.0","Lannan","Lowe","","2:42","N",24326,"---","L",2011,56,1
"5676",114,112,"112","Wednesday Aug 3","boxscore","ATL","@","WSN","W",6,4,NA,"64-48",2,"8.0","Beachy","Wang","Kimbrel","2:56","D",20043,"+","W",2011,57,1
"5677",115,113,"113","Friday Aug 5","boxscore","ATL","@","NYM","W",4,1,NA,"65-48",2,"8.5","Hudson","Dickey","Kimbrel","2:43","N",30607,"++","W",2011,57,1
"5678",116,114,"114","Saturday Aug 6","boxscore","ATL","@","NYM","L",7,11,NA,"65-49",2,"9.5","Niese","Hanson","","3:12","N",33556,"-","L",2011,58,1
"5679",117,115,"115","Sunday Aug 7","boxscore","ATL","@","NYM","W",6,5,NA,"66-49",2,"8.5","Venters","Parnell","Kimbrel","3:25","D",29853,"+","W",2011,59,1
"5680",118,116,"116","Monday Aug 8","boxscore","ATL","@","FLA","W",8,5,NA,"67-49",2,"8.5","Lowe","Hand","Kimbrel","2:59","N",20330,"++","W",2011,59,1
"5681",119,117,"117","Tuesday Aug 9","boxscore","ATL","@","FLA","W",4,3,11,"68-49",2,"8.5","Sherrill","Mujica","Kimbrel","3:32","N",21337,"+++","W",2011,59,1
"5682",120,118,"118","Wednesday Aug 10","boxscore","ATL","@","FLA","W",6,2,NA,"69-49",2,"8.5","Hudson","Sanchez","Venters","3:08","N",22104,"++++","W",2011,59,1
"5683",121,119,"119","Friday Aug 12","boxscore","ATL","","CHC","W",10,4,NA,"70-49",2,"7.5","Minor","Zambrano","","2:29","N",50146,"+++++","W",2011,59,1
"5684",122,120,"120","Saturday Aug 13","boxscore","ATL","","CHC","L",4,8,NA,"70-50",2,"8.5","Wells","Lowe","Marmol","3:10","N",49781,"-","L",2011,60,1
"5685",123,121,"121","Sunday Aug 14","boxscore","ATL","","CHC","L",5,6,NA,"70-51",2,"9.0","Grabow","O'Flaherty","Marmol","3:21","D",32011,"--","L",2011,60,1
"5686",124,122,"122","Monday Aug 15","boxscore","ATL","","SFG","W-wo",5,4,NA,"71-51",2,"8.5","Martinez","Wilson","","2:50","N",23498,"+","W",2011,61,1
"5687",125,123,"123","Tuesday Aug 16","boxscore","ATL","","SFG","W-wo",2,1,11,"72-51",2,"7.5","Vizcaino","Lopez","","2:59","N",22108,"++","W",2011,61,1
"5688",126,124,"124","Wednesday Aug 17","boxscore","ATL","","SFG","L",5,7,NA,"72-52",2,"8.5","Cain","Jurrjens","","2:48","N",22202,"-","L",2011,62,1
"5689",127,125,"125","Thursday Aug 18","boxscore","ATL","","SFG","W",1,0,NA,"73-52",2,"8.5","Minor","Lincecum","Kimbrel","2:30","N",30720,"+","W",2011,63,1
"5690",128,126,"126","Friday Aug 19","boxscore","ATL","","ARI","W",4,2,NA,"74-52",2,"7.5","Lowe","Hudson","Kimbrel","2:47","N",30142,"++","W",2011,63,1
"5691",129,127,"127","Saturday Aug 20","boxscore","ATL","","ARI","W",8,1,NA,"75-52",2,"7.5","Beachy","Miley","","2:47","N",39294,"+++","W",2011,63,1
"5692",130,128,"128","Sunday Aug 21","boxscore","ATL","","ARI","W",1,0,NA,"76-52",2,"6.5","Hudson","Collmenter","Kimbrel","2:33","D",34846,"++++","W",2011,63,1
"5693",131,129,"129","Monday Aug 22","boxscore","ATL","@","CHC","W",3,0,NA,"77-52",2,"6.5","Jurrjens","Dempster","Venters","2:49","N",37061,"+++++","W",2011,63,1
"5694",132,130,"130","Tuesday Aug 23","boxscore","ATL","@","CHC","W",5,4,NA,"78-52",2,"6.5","Minor","Coleman","Kimbrel","2:52","N",36639,"++++++","W",2011,63,1
"5695",133,131,"131","Wednesday Aug 24","boxscore","ATL","@","CHC","L",2,3,NA,"78-53",2,"6.5","Wells","Lowe","Marmol","2:36","N",37098,"-","L",2011,64,1
"5696",134,132,"132","Thursday Aug 25","boxscore","ATL","@","CHC","W",8,3,NA,"79-53",2,"6.0","Beachy","Garza","","2:50","D",36136,"+","W",2011,65,1
"5697",135,133,"133","Friday Aug 26","boxscore","ATL","@","NYM","L",0,6,NA,"79-54",2,"6.0","Capuano","Hudson","","2:35","N",22736,"-","L",2011,66,1
"5698",136,134,"134","Tuesday Aug 30","boxscore","ATL","","WSN","L",2,9,NA,"79-55",2,"7.5","Hernandez","Jurrjens","","2:44","N",16674,"--","L",2011,66,1
"5699",137,135,"135","Wednesday Aug 31","boxscore","ATL","","WSN","W",3,1,NA,"80-55",2,"7.5","Lowe","Lannan","Kimbrel","2:12","N",20687,"+","W",2011,67,1
"5700",138,136,"136","Thursday Sep 1","boxscore","ATL","","WSN","W",5,2,NA,"81-55",2,"7.5","Hudson","Wang","Kimbrel","2:48","N",18794,"++","W",2011,67,1
"5701",139,137,"137","Friday Sep 2","boxscore","ATL","","LAD","L",6,8,NA,"81-56",2,"8.5","Kuo","Vizcaino","Guerra","3:35","N",32563,"-","L",2011,68,1
"5702",140,138,"138","Saturday Sep 3","boxscore","ATL","","LAD","L",1,2,10,"81-57",2,"8.5","MacDougal","Varvaro","Guerra","3:25","N",37515,"--","L",2011,68,1
"5703",141,139,"139","Sunday Sep 4","boxscore","ATL","","LAD","W-wo",4,3,NA,"82-57",2,"7.5","Kimbrel","Hawksworth","","3:15","D",33852,"+","W",2011,69,1
"5704",142,140,"140","Monday Sep 5","boxscore","ATL","@","PHI","L",0,9,NA,"82-58",2,"8.5","Lee","Lowe","","2:24","N",45267,"-","L",2011,70,1
"5705",143,141,"141","Tuesday Sep 6","boxscore","ATL","@","PHI","L",3,6,NA,"82-59",2,"9.5","Worley","Hudson","Madson","3:05","N",44781,"--","L",2011,70,1
"5706",144,142,"142","Wednesday Sep 7","boxscore","ATL","@","PHI","L-wo",2,3,NA,"82-60",2,"10.5","Madson","Moylan","","3:01","N",44870,"---","L",2011,70,1
"5707",145,143,"143","Thursday Sep 8 (1)","boxscore","ATL","@","NYM","W",6,5,NA,"83-60",2,"10.0","Minor","Schwinden","Kimbrel","3:13","D",0,"+","W",2011,71,1
"5708",146,144,"144","Thursday Sep 8 (2)","boxscore","ATL","@","NYM","W",5,1,NA,"84-60",2,"10.0","Teheran","Gee","","2:48","N",25953,"++","W",2011,71,1
"5709",147,145,"145","Friday Sep 9","boxscore","ATL","@","STL","L-wo",3,4,10,"84-61",2,"11.0","Motte","Linebrink","","3:37","N",37129,"-","L",2011,72,1
"57101",148,146,"146","Saturday Sep 10","boxscore","ATL","@","STL","L",3,4,NA,"84-62",2,"12.0","Garcia","Lowe","Motte","2:31","N",40689,"--","L",2011,72,1
"5711",149,147,"147","Sunday Sep 11","boxscore","ATL","@","STL","L",3,6,NA,"84-63",2,"12.0","Westbrook","Hudson","Motte","2:22","D",39710,"---","L",2011,72,1
"5712",150,148,"148","Monday Sep 12","boxscore","ATL","","FLA","L",4,5,12,"84-64",2,"12.0","Hensley","Varvaro","Oviedo","4:18","N",17216,"----","L",2011,72,1
"5713",151,149,"149","Tuesday Sep 13","boxscore","ATL","","FLA","W",7,1,NA,"85-64",2,"11.0","Moylan","Hand","","2:56","N",22707,"+","W",2011,73,1
"5714",152,150,"150","Wednesday Sep 14","boxscore","ATL","","FLA","W",4,1,NA,"86-64",2,"11.0","O'Flaherty","Nolasco","Kimbrel","2:22","D",22245,"++","W",2011,73,1
"5715",154,151,"151","Friday Sep 16","boxscore","ATL","","NYM","L",2,12,NA,"86-65",2,"12.0","Capuano","Lowe","","3:24","N",43901,"-","L",2011,74,1
"5716",155,152,"152","Saturday Sep 17","boxscore","ATL","","NYM","W",1,0,NA,"87-65",2,"12.0","Hudson","Dickey","Kimbrel","2:22","D",46763,"+","W",2011,75,1
"5717",156,153,"153","Sunday Sep 18","boxscore","ATL","","NYM","L",5,7,NA,"87-66",2,"12.0","Byrdak","Venters","Acosta","3:18","D",39862,"-","L",2011,76,1
"5718",157,154,"154","Monday Sep 19","boxscore","ATL","@","FLA","L-wo",5,6,NA,"87-67",2,"12.0","Hensley","Kimbrel","","2:44","N",21340,"--","L",2011,76,1
"5719",158,155,"155","Tuesday Sep 20","boxscore","ATL","@","FLA","W",4,0,NA,"88-67",2,"10.5","Delgado","Sanchez","","3:02","N",21733,"+","W",2011,77,1
"5720",159,156,"156","Wednesday Sep 21","boxscore","ATL","@","FLA","L",0,4,NA,"88-68",2,"10.5","Vazquez","Lowe","","2:35","N",22240,"-","L",2011,78,1
"5721",160,157,"157","Friday Sep 23","boxscore","ATL","@","WSN","W",7,4,NA,"89-68",2,"9.5","Hudson","Strasburg","Kimbrel","3:10","N",28817,"+","W",2011,79,1
"5722",161,158,"158","Saturday Sep 24","boxscore","ATL","@","WSN","L",1,4,NA,"89-69",2,"9.0","Wang","Beachy","Storen","2:47","D",33986,"-","L",2011,80,1
"5723",162,159,"159","Sunday Sep 25","boxscore","ATL","@","WSN","L",0,3,NA,"89-70",2,"10.0","Detwiler","Minor","Storen","2:42","D",37638,"--","L",2011,80,1
"5724",163,160,"160","Monday Sep 26","boxscore","ATL","","PHI","L",2,4,NA,"89-71",2,"11.0","Lee","Martinez","Madson","2:56","N",42597,"---","L",2011,80,1
"5725",164,161,"161","Tuesday Sep 27","boxscore","ATL","","PHI","L",1,7,NA,"89-72",2,"12.0","Oswalt","Lowe","","2:30","N",38663,"----","L",2011,80,1
"5726",165,162,"162","Wednesday Sep 28","boxscore","ATL","","PHI","L",3,4,13,"89-73",2,"13.0","De Fratus","Linebrink","Herndon","4:30","N",45350,"-----","L",2011,80,1
"5727",1,1,"1","Thursday Apr 5","boxscore","ATL","@","NYM","L",0,1,NA,"0-1",4,"1.0","Ramirez","Hanson","Francisco","2:39","D",42080,"-","L",2012,1,1
"5728",2,2,"2","Saturday Apr 7","boxscore","ATL","@","NYM","L",2,4,NA,"0-2",5,"2.0","Dickey","Jurrjens","Francisco","2:53","D",39526,"--","L",2012,1,1
"5729",3,3,"3","Sunday Apr 8","boxscore","ATL","@","NYM","L",5,7,NA,"0-3",5,"3.0","Niese","Minor","Francisco","2:46","D",27855,"---","L",2012,1,1
"5730",4,4,"4","Monday Apr 9","boxscore","ATL","@","HOU","L",3,8,NA,"0-4",5,"4.0","Happ","Beachy","","2:46","N",17095,"----","L",2012,1,1
"5731",5,5,"5","Tuesday Apr 10","boxscore","ATL","@","HOU","W",6,4,NA,"1-4",5,"3.0","Hanson","Weiland","Kimbrel","3:12","N",22036,"+","W",2012,2,1
"5732",6,6,"6","Wednesday Apr 11","boxscore","ATL","@","HOU","W",6,3,NA,"2-4",4,"2.0","Delgado","Rodriguez","Kimbrel","3:21","N",18225,"++","W",2012,2,1
"5733",7,7,"7","Friday Apr 13","boxscore","ATL","","MIL","W",10,8,NA,"3-4",3,"2.5","Venters","Rodriguez","Kimbrel","3:22","N",50635,"+++","W",2012,2,1
"5734",8,8,"8","Saturday Apr 14","boxscore","ATL","","MIL","W",2,1,NA,"4-4",3,"2.5","Minor","Marcum","Kimbrel","2:44","N",37408,"++++","W",2012,2,1
"5735",9,9,"9","Sunday Apr 15","boxscore","ATL","","MIL","W",7,4,NA,"5-4",3,"1.5","Beachy","Narveson","","2:58","D",30831,"+++++","W",2012,2,1
"5736",10,10,"10","Monday Apr 16","boxscore","ATL","","NYM","L",1,6,NA,"5-5",3,"2.5","Gee","Hanson","","2:24","N",16161,"-","L",2012,3,1
"5737",11,11,"11","Tuesday Apr 17","boxscore","ATL","","NYM","W",9,3,NA,"6-5",3,"2.5","Delgado","Santana","","2:53","N",18732,"+","W",2012,4,1
"5738",12,12,"12","Wednesday Apr 18","boxscore","ATL","","NYM","W",14,6,NA,"7-5",2,"2.5","Martinez","Dickey","","3:17","D",17909,"++","W",2012,4,1
"5739",13,13,"13","Thursday Apr 19","boxscore","ATL","@","ARI","W",10,2,NA,"8-5",2,"1.5","Minor","Collmenter","","2:49","N",18110,"+++","W",2012,4,1
"5740",14,14,"14","Friday Apr 20","boxscore","ATL","@","ARI","W",9,1,NA,"9-5",2,"1.5","Beachy","Cahill","","2:50","N",27761,"++++","W",2012,4,1
"5741",15,15,"15","Saturday Apr 21","boxscore","ATL","@","ARI","W",3,2,NA,"10-5",2,"1.5","Hanson","Saunders","Kimbrel","2:17","N",30188,"+++++","W",2012,4,1
"5742",16,16,"16","Sunday Apr 22","boxscore","ATL","@","ARI","L",4,6,NA,"10-6",2,"2.0","Kennedy","Delgado","Putz","2:36","D",28679,"-","L",2012,5,1
"5743",17,17,"17","Monday Apr 23","boxscore","ATL","@","LAD","L",2,7,NA,"10-7",2,"2.5","Capuano","Jurrjens","","2:49","N",26376,"--","L",2012,5,1
"5744",18,18,"18","Tuesday Apr 24","boxscore","ATL","@","LAD","W",4,3,NA,"11-7",2,"2.5","O'Flaherty","Guerra","Kimbrel","2:59","N",44014,"+","W",2012,6,1
"5745",19,19,"19","Wednesday Apr 25","boxscore","ATL","@","LAD","W",4,2,NA,"12-7",2,"2.5","Venters","Guerra","Kimbrel","2:54","N",26345,"++","W",2012,6,1
"5746",20,20,"20","Friday Apr 27","boxscore","ATL","","PIT","W",6,1,NA,"13-7",2,"1.0","Hanson","Burnett","Medlen","2:57","N",36215,"+++","W",2012,6,1
"5747",21,21,"21","Saturday Apr 28","boxscore","ATL","","PIT","L",2,4,NA,"13-8",2,"1.0","Bedard","Delgado","Hanrahan","3:13","N",34086,"-","L",2012,7,1
"5748",22,22,"22","Sunday Apr 29","boxscore","ATL","","PIT","W",4,3,NA,"14-8",1,"Tied","Hudson","Correia","Kimbrel","3:25","D",30419,"+","W",2012,8,1
"5749",23,23,"23","Monday Apr 30","boxscore","ATL","","PIT","L",3,9,NA,"14-9",2,"0.5","McDonald","Minor","","2:49","N",17181,"-","L",2012,9,1
"5750",24,24,"24","Tuesday May 1","boxscore","ATL","","PHI","L",2,4,NA,"14-10",2,"0.5","Bastardo","Venters","Papelbon","2:46","N",21640,"--","L",2012,9,1
"5751",25,25,"25","Wednesday May 2","boxscore","ATL","","PHI","W-wo",15,13,11,"15-10",2,"0.5","Durbin","Sanches","","4:00","N",26504,"+","W",2012,10,1
"5752",26,26,"26","Thursday May 3","boxscore","ATL","","PHI","L",0,4,NA,"15-11",2,"1.5","Blanton","Delgado","","2:02","D",24015,"-","L",2012,11,1
"5753",27,27,"27","Friday May 4","boxscore","ATL","@","COL","W",9,8,11,"16-11",2,"1.5","Durbin","Escalona","Kimbrel","4:00","N",33184,"+","W",2012,12,1
"5754",28,28,"28","Saturday May 5","boxscore","ATL","@","COL","W",13,9,NA,"17-11",2,"1.5","Martinez","Rogers","Hernandez","3:27","N",40013,"++","W",2012,12,1
"5755",29,29,"29","Sunday May 6","boxscore","ATL","@","COL","W",7,2,NA,"18-11",2,"0.5","Beachy","Nicasio","Martinez","2:43","D",45330,"+++","W",2012,12,1
"5756",30,30,"30","Monday May 7","boxscore","ATL","@","CHC","L",1,5,NA,"18-12",2,"1.0","Samardzija","Hanson","","2:45","N",36307,"-","L",2012,13,1
"5757",31,31,"31","Tuesday May 8","boxscore","ATL","@","CHC","W",3,1,NA,"19-12",1,"Tied","Medlen","Wood","Kimbrel","2:47","N",38523,"+","W",2012,14,1
"5758",32,32,"32","Wednesday May 9","boxscore","ATL","@","CHC","L",0,1,NA,"19-13",1,"Tied","Maholm","Hudson","Dolis","2:05","D",31904,"-","L",2012,15,1
"5759",33,33,"33","Friday May 11","boxscore","ATL","@","STL","W",9,7,12,"20-13",2,"0.5","Hernandez","McClellan","Kimbrel","3:56","N",45190,"+","W",2012,16,1
"5760",34,34,"34","Saturday May 12","boxscore","ATL","@","STL","W",7,2,NA,"21-13",2,"0.5","Beachy","Wainwright","","2:55","N",44157,"++","W",2012,16,1
"5761",35,35,"35","Sunday May 13","boxscore","ATL","@","STL","W",7,4,NA,"22-13",1,"up 0.5","Hanson","Lynn","","3:33","D",45729,"+++","W",2012,16,1
"5762",36,36,"36","Monday May 14","boxscore","ATL","","CIN","L",1,3,NA,"22-14",2,"0.5","Ondrusek","Venters","Marshall","3:02","N",19697,"-","L",2012,17,1
"5763",37,37,"37","Tuesday May 15","boxscore","ATL","","CIN","W",6,2,NA,"23-14",1,"up 0.5","Hudson","Cueto","","2:51","N",21530,"+","W",2012,18,1
"5764",38,38,"38","Wednesday May 16","boxscore","ATL","","MIA","L",4,8,NA,"23-15",2,"0.5","Buehrle","Minor","","2:49","N",21106,"-","L",2012,19,1
"5765",39,39,"39","Thursday May 17","boxscore","ATL","","MIA","W",7,0,NA,"24-15",1,"up 0.5","Beachy","Nolasco","","2:42","N",27724,"+","W",2012,20,1
"5766",40,40,"40","Friday May 18","boxscore","ATL","@","TBR","W",5,3,NA,"25-15",1,"up 1.5","Hanson","Shields","Kimbrel","3:04","N",19693,"++","W",2012,20,1
"5767",41,41,"41","Saturday May 19","boxscore","ATL","@","TBR","L",2,5,NA,"25-16",1,"up 1.5","Cobb","Delgado","Rodney","2:48","D",27433,"-","L",2012,21,1
"5768",42,42,"42","Sunday May 20","boxscore","ATL","@","TBR","W",2,0,NA,"26-16",1,"up 1.5","Hudson","Price","Kimbrel","2:34","D",24759,"+","W",2012,22,1
"5769",43,43,"43","Monday May 21","boxscore","ATL","@","CIN","L",1,4,NA,"26-17",1,"up 0.5","Leake","Minor","Marshall","2:34","N",17606,"-","L",2012,23,1
"5770",44,44,"44","Tuesday May 22","boxscore","ATL","@","CIN","L",3,4,NA,"26-18",2,"0.5","Latos","Beachy","Chapman","2:33","N",26438,"--","L",2012,23,1
"5771",45,45,"45","Wednesday May 23","boxscore","ATL","@","CIN","L-wo",1,2,NA,"26-19",2,"0.5","Chapman","Martinez","","2:49","N",20411,"---","L",2012,23,1
"5772",46,46,"46","Thursday May 24","boxscore","ATL","@","CIN","L",3,6,NA,"26-20",2,"1.0","Bailey","Delgado","Ondrusek","2:29","N",23312,"----","L",2012,23,1
"5773",47,47,"47","Friday May 25","boxscore","ATL","","WSN","L",4,7,NA,"26-21",2,"2.0","Wang","Hudson","Clippard","2:55","N",37663,"-----","L",2012,23,1
"5774",48,48,"48","Saturday May 26","boxscore","ATL","","WSN","L",4,8,NA,"26-22",4,"3.0","Strasburg","Medlen","Clippard","3:10","D",42698,"------","L",2012,23,1
"5775",49,49,"49","Sunday May 27","boxscore","ATL","","WSN","L",2,7,NA,"26-23",4,"4.0","Gonzalez","Beachy","","3:10","N",38543,"-------","L",2012,23,1
"5776",50,50,"50","Monday May 28","boxscore","ATL","","STL","L",2,8,NA,"26-24",4,"4.0","Lynn","Hanson","","3:10","D",42426,"--------","L",2012,23,1
"5777",52,51,"51","Tuesday May 29","boxscore","ATL","","STL","W",5,4,NA,"27-24",4,"3.0","Delgado","Westbrook","Kimbrel","2:43","N",26218,"+","W",2012,24,1
"5778",53,52,"52","Wednesday May 30","boxscore","ATL","","STL","W",10,7,NA,"28-24",4,"2.0","Venters","Rzepczynski","Kimbrel","2:44","N",28474,"++","W",2012,24,1
"5779",54,53,"53","Saturday Jun 2","boxscore","ATL","@","WSN","L",0,2,NA,"28-25",4,"3.0","Strasburg","Beachy","Clippard","2:35","D",41042,"-","L",2012,25,1
"5780",55,54,"54","Sunday Jun 3","boxscore","ATL","@","WSN","W",3,2,NA,"29-25",4,"2.0","Hanson","Gonzalez","Kimbrel","2:38","D",38046,"+","W",2012,26,1
"5781",56,55,"55","Tuesday Jun 5","boxscore","ATL","@","MIA","W",11,0,NA,"30-25",4,"2.0","Hudson","Sanchez","","2:36","N",25432,"++","W",2012,26,1
"5782",57,56,"56","Wednesday Jun 6","boxscore","ATL","@","MIA","W",2,1,NA,"31-25",2,"2.0","Delgado","Johnson","Kimbrel","2:30","N",22619,"+++","W",2012,26,1
"5783",58,57,"57","Thursday Jun 7","boxscore","ATL","@","MIA","W",8,2,NA,"32-25",2,"1.0","Minor","Buehrle","","3:14","N",22402,"++++","W",2012,26,1
"5784",59,58,"58","Friday Jun 8","boxscore","ATL","","TOR","W-wo",4,3,10,"33-25",2,"1.0","Martinez","Cordero","","3:53","N",42488,"+++++","W",2012,26,1
"5785",60,59,"59","Saturday Jun 9","boxscore","ATL","","TOR","W",5,2,NA,"34-25",2,"1.0","Hanson","Hutchison","Kimbrel","2:34","D",32819,"++++++","W",2012,26,1
"5786",61,60,"60","Sunday Jun 10","boxscore","ATL","","TOR","L",4,12,NA,"34-26",2,"2.0","Villanueva","Hernandez","","3:14","D",20222,"-","L",2012,27,1
"5787",62,61,"61","Monday Jun 11","boxscore","ATL","","NYY","L",0,3,NA,"34-27",2,"3.0","Nova","Delgado","","3:01","N",42669,"--","L",2012,27,1
"5788",63,62,"62","Tuesday Jun 12","boxscore","ATL","","NYY","L",4,6,NA,"34-28",2,"4.0","Sabathia","Venters","Soriano","3:04","N",41452,"---","L",2012,27,1
"5789",64,63,"63","Wednesday Jun 13","boxscore","ATL","","NYY","L",2,3,NA,"34-29",2,"5.0","Kuroda","Hudson","Soriano","3:36","N",48938,"----","L",2012,27,1
"5790",65,64,"64","Friday Jun 15","boxscore","ATL","","BAL","W",4,2,NA,"35-29",2,"4.0","Durbin","Matusz","Kimbrel","2:55","N",30384,"+","W",2012,28,1
"5791",66,65,"65","Saturday Jun 16","boxscore","ATL","","BAL","L",0,5,NA,"35-30",2,"4.0","Hammel","Beachy","","2:22","N",41131,"-","L",2012,29,1
"5792",67,66,"66","Sunday Jun 17","boxscore","ATL","","BAL","L",0,2,NA,"35-31",2,"4.0","Chen","Delgado","Johnson","2:33","D",29530,"--","L",2012,29,1
"5793",68,67,"67","Monday Jun 18","boxscore","ATL","@","NYY","L",2,6,NA,"35-32",3,"4.5","Sabathia","Minor","","2:45","N",42709,"---","L",2012,29,1
"5794",69,68,"68","Tuesday Jun 19","boxscore","ATL","@","NYY","W",4,3,NA,"36-32",3,"3.5","Hudson","Kuroda","Kimbrel","2:57","N",41219,"+","W",2012,30,1
"5795",70,69,"69","Wednesday Jun 20","boxscore","ATL","@","NYY","W",10,5,NA,"37-32",3,"3.5","Hanson","Hughes","","3:21","D",45094,"++","W",2012,30,1
"5796",71,70,"70","Friday Jun 22","boxscore","ATL","@","BOS","W",4,1,NA,"38-32",3,"3.0","Jurrjens","Lester","Kimbrel","2:55","N",37281,"+++","W",2012,30,1
"5797",72,71,"71","Saturday Jun 23","boxscore","ATL","@","BOS","L",4,8,NA,"38-33",3,"4.0","Morales","Delgado","","3:03","N",37782,"-","L",2012,31,1
"5798",73,72,"72","Sunday Jun 24","boxscore","ATL","@","BOS","L",4,9,NA,"38-34",3,"4.0","Cook","Minor","","2:55","D",37565,"--","L",2012,31,1
"5799",74,73,"73","Tuesday Jun 26","boxscore","ATL","","ARI","W",8,1,NA,"39-34",2,"3.5","Hudson","Hudson","","3:01","N",23513,"+","W",2012,32,1
"5800",75,74,"74","Wednesday Jun 27","boxscore","ATL","","ARI","W",6,4,NA,"40-34",2,"3.5","Hanson","Cahill","Kimbrel","2:35","N",20039,"++","W",2012,32,1
